"Entry:","Transmembrane","DIBMA 10","DIBMA 12","DIBMA Glycerol","DIBMA Glucosamine","Amphipol 17","Amphipol 18","AASTY 6- 45","AASTY 11- 45","AASTY 6- 50","AASTY 11- 50","AASTY 6- 55","AASTY 11- 55","SMALP 502-E","SMALP 140-I","SMALP 300","SMALP 200","SMALP 140","DDM","DM","LMNG","Fos-12","Digitonin-A","RIPA"
"O43493 (TGOLN2)","1",0.608568,0.482494,0.486357,0.571697,0.676714,0.719082,0.312649,0.369681,0.301865,0.262475,0.429324,0.239441,0.541211,0.692684,0.669386,0.630768,NaN,0.800052,0.758893,0.712291,0.602269,0.694785,0.594222
"O43505 (B4GAT1)","1",0.783254,0.739552,0.606108,0.694691,0.829233,0.877699,0.582415,0.702453,0.721407,0.736473,0.748539,0.682808,0.7398,0.539396,0.886645,0.807686,0.000431661,0.953439,0.938743,0.940949,0.896196,0.807165,0.909984
"O43506 (ADAM20)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43508 (TNFSF12)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43529 (CHST10)","1",NaN,NaN,NaN,0.0401581,1.0,0.120427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.122286,NaN,NaN,0.208159,0.125852,0.153767,0.350976,0.0300862,0.315848
"O43556 (SGCE)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43752 (STX6)","1",0.609828,0.574656,0.516312,0.714913,0.864572,0.437074,0.521184,0.655813,0.58504,0.677323,0.422093,0.628816,0.663281,0.444876,0.819592,0.787904,0.301062,0.965935,0.935823,0.956171,0.942688,0.743794,0.90321
"O43819 (SCO2)","1",0.718373,0.710001,0.672045,0.784248,0.869087,0.708824,0.411912,0.508772,0.607531,0.455622,0.486667,0.496978,0.859733,0.678591,0.794333,0.847987,0.094249,0.92126,0.837177,0.914626,0.912922,0.616773,0.950876
"O43825 (B3GALT2)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43889 (CREB3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43908 (KLRC4)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43909 (EXTL3)","1",0.656823,0.373395,0.337991,NaN,0.722864,0.774852,0.240146,0.537593,0.435121,0.328003,0.433247,0.509478,0.705698,NaN,0.861462,0.817345,NaN,0.793028,0.779822,0.812181,0.89651,0.400781,0.954609
"O43914 (TYROBP)","1",,,,,,,,,,,,,,,,,,,,,,,
"O43916 (CHST1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60235 (TMPRSS11D)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60238 (BNIP3L)","1",NaN,NaN,NaN,NaN,0.102467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.531677,0.899751,NaN,0.201411,0.397288,0.295233,NaN,NaN,0.319053
"O60243 (HS6ST1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60245 (PCDH7)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60279 (SUSD5)","1",0.538467,0.479645,NaN,0.417594,0.69224,0.643307,0.031258,NaN,NaN,NaN,NaN,NaN,0.403906,0.463803,0.774555,0.591929,NaN,0.864125,0.985796,0.733776,0.650239,0.880162,0.679992
"O60309 (LRRC37A3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60313 (OPA1)","1",0.686663,0.685327,0.505417,0.750991,0.811632,0.655886,0.469914,0.567345,0.54345,0.542772,0.601554,0.564563,0.878953,0.0894944,0.829736,0.889608,0.159478,0.897257,0.805124,0.897337,0.950024,0.489781,0.956032
"O60330 (PCDHGA12)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60449 (LY75)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60462 (NRP2)","1",0.453709,NaN,0.546337,NaN,0.505348,0.568027,NaN,NaN,NaN,NaN,0.225995,NaN,0.5395,NaN,0.678993,0.674699,NaN,0.709067,0.674778,0.63308,0.904535,0.499155,0.490444
"O60469 (DSCAM)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60476 (MAN1A2)","1",0.669402,0.616788,0.620699,0.670395,0.751809,0.79295,0.48072,0.653693,0.549342,0.587371,0.597411,0.479319,0.677401,0.055058,0.771104,0.738665,NaN,0.810019,0.779394,0.830866,0.796832,0.689436,0.895341
"O60486 (PLXNC1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60487 (MPZL2)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60488 (ACSL4)","1",0.949128,0.95327,0.862091,0.922455,0.852579,0.757303,0.779507,0.714392,0.757387,0.749264,0.802682,0.715366,0.943051,0.935652,0.936579,0.956219,0.800172,0.897514,0.888672,0.929426,0.967715,0.839097,0.961038
"O60499 (STX10)","1",0.688881,0.632658,0.3217,0.505884,0.835401,0.829482,0.608158,0.690591,0.636371,0.733299,0.716367,0.682422,0.535719,0.3004,0.65791,0.811697,0.0155875,0.852444,0.807677,0.830445,0.730081,0.787088,0.742492
"O60500 (NPHS1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60507 (TPST1)","1",0.236941,0.476071,0.312924,0.495056,0.85832,0.663625,0.334156,0.450678,0.563717,0.437963,0.607957,0.524544,0.453314,0.116925,0.611177,0.754255,NaN,0.73822,0.718242,0.72678,0.739209,0.936763,0.658811
"O60512 (B4GALT3)","1",0.387514,0.256539,0.499041,0.473271,0.745385,0.803001,0.320549,0.174265,0.448107,0.499865,0.33494,0.355122,0.579602,0.0,0.663686,0.684036,NaN,0.785505,0.714851,0.806863,0.719496,0.584589,0.699544
"O60513 (B4GALT4)","1",NaN,NaN,NaN,NaN,0.654046,0.55925,0.454899,0.582772,0.404923,0.350462,0.539022,0.427901,NaN,NaN,0.58914,0.699324,NaN,0.61738,0.430207,0.743862,0.872927,NaN,0.885778
"O60602 (TLR5)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60603 (TLR2)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60656 (UGT1A9)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60667 (FCMR)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60704 (TPST2)","1",0.352128,0.587768,NaN,0.291933,0.816733,0.814747,0.405816,0.340833,0.559793,0.520113,0.550777,0.277504,0.594693,NaN,0.725643,0.840231,NaN,0.920123,0.85049,0.671013,0.617112,0.503213,0.662443
"O60774 (FMO6P)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60858 (TRIM13)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60894 (RAMP1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60895 (RAMP2)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60896 (RAMP3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O60909 (B4GALT2)","1",0.250673,0.316875,0.290214,0.237788,0.0964866,0.117127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.490302,0.344367,NaN,0.532964,0.877877,0.4391,0.389976,NaN,0.671552
"O60939 (SCN2B)","1",,,,,,,,,,,,,,,,,,,,,,,
"O71037 (ERVK-19)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75019 (LILRA1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75022 (LILRB3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75023 (LILRB5)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75051 (PLXNA2)","1",0.970236,NaN,1.0,NaN,NaN,0.811653,0.785395,0.513097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.364071,NaN,NaN,0.536898,0.703583,0.644152,0.720704,NaN
"O75054 (IGSF3)","1",NaN,NaN,0.196003,NaN,0.627742,0.544396,NaN,NaN,NaN,NaN,NaN,0.272981,NaN,NaN,0.248914,NaN,NaN,0.675079,0.642874,0.706337,0.775007,0.350215,0.800719
"O75056 (SDC3)","1",NaN,NaN,NaN,NaN,0.499912,0.736531,0.450079,0.587355,0.402987,0.531358,NaN,0.630284,0.394921,NaN,0.4875,0.58622,NaN,0.762073,0.81923,0.664542,0.616252,NaN,NaN
"O75063 (FAM20B)","1",0.403829,0.523538,0.299488,0.561687,0.624395,0.797671,0.381759,0.32149,0.573287,0.485114,0.476985,0.346036,0.59536,NaN,0.838978,0.799151,NaN,0.757483,0.771353,0.948535,0.914513,0.646166,0.835268
"O75072 (FKTN)","1",NaN,NaN,NaN,NaN,0.298281,0.508111,NaN,NaN,0.203341,0.983317,NaN,NaN,0.316131,NaN,0.530165,NaN,NaN,0.407945,NaN,0.61098,0.470175,NaN,0.472194
"O75074 (LRP3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75077 (ADAM23)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75078 (ADAM11)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75096 (LRP4)","1",NaN,0.155248,NaN,NaN,NaN,0.0,NaN,0.712596,NaN,NaN,NaN,NaN,0.808479,0.871545,NaN,0.168548,NaN,NaN,0.352163,NaN,0.422393,NaN,NaN
"O75121 (MFAP3L)","1",NaN,NaN,NaN,NaN,0.195576,0.197204,NaN,NaN,NaN,NaN,NaN,NaN,0.382274,NaN,0.260929,0.396413,NaN,0.668893,0.478595,NaN,0.786037,NaN,0.494187
"O75144 (ICOSLG)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75197 (LRP5)","1",NaN,0.195426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0848814,NaN,0.440075,0.464851,NaN,0.52093,NaN,NaN,NaN,NaN,NaN
"O75264 (SMIM24)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75309 (CDH16)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75310 (UGT2B11)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75324 (SNN)","1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.140585,0.780291,NaN,NaN,0.742077,NaN,NaN,NaN,NaN
"O75325 (LRRN2)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75354 (ENTPD6)","1",0.350572,0.404324,0.331371,NaN,0.686453,0.879812,NaN,0.214289,0.209164,NaN,0.278117,0.37127,0.375535,0.185832,0.551524,0.434043,NaN,0.399492,0.1813,0.0528472,0.728758,0.370485,0.842181
"O75379 (VAMP4)","1",0.441392,0.398686,0.486924,0.616094,0.706098,0.725455,0.110523,0.30685,0.351934,0.477799,0.245099,0.367074,0.651891,NaN,0.623015,0.721827,NaN,0.912863,0.902838,0.817044,0.830403,0.55201,0.673877
"O75396 (SEC22B)","1",0.769568,0.755162,0.62792,0.785564,0.933268,0.890154,0.649658,0.779293,0.732173,0.768163,0.737348,0.763443,0.86926,0.628308,0.937904,0.905159,0.0975139,0.980471,0.901256,0.975694,0.89633,0.792485,0.943116
"O75438 (NDUFB1)","1",0.577608,0.583462,0.483469,0.54227,0.814988,0.785942,0.377121,0.5884,0.526537,0.536599,0.554969,0.680366,0.714247,0.0575756,0.509528,0.692637,NaN,0.818795,0.82864,0.932174,0.960541,0.474279,0.882423
"O75445 (USH2A)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75452 (RDH16)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75460 (ERN1)","1",NaN,NaN,NaN,NaN,0.243676,NaN,NaN,NaN,NaN,0.143475,NaN,0.295442,NaN,NaN,0.401167,0.140131,NaN,NaN,NaN,0.623172,0.685132,NaN,0.491995
"O75477 (ERLIN1)","1",0.708786,0.758234,0.655988,0.756624,0.911714,0.86638,0.458331,0.611645,0.549051,0.585039,0.613293,0.617604,0.765164,0.00933667,0.903639,0.855521,NaN,0.951185,0.921184,0.97635,0.949864,0.55606,0.912609
"O75503 (CLN5)","1",NaN,1.0,0.563105,0.961744,0.24812,NaN,NaN,NaN,NaN,NaN,NaN,0.337406,0.512264,NaN,NaN,0.970418,0.731639,0.870813,0.695552,NaN,0.842296,0.506558,0.689537
"O75509 (TNFRSF21)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75578 (ITGA10)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75581 (LRP6)","1",NaN,0.189314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.928601,NaN,NaN,0.0552348,NaN,NaN,NaN,NaN
"O75631 (UPK3A)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75752 (B3GALNT1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75787 (ATP6AP2)","1",0.767877,0.757434,0.709068,0.790919,0.811133,0.750999,0.611805,0.658362,0.668849,0.522181,0.705525,0.706106,0.815601,0.293642,0.868167,0.892336,NaN,0.984184,0.968568,0.928893,0.892915,0.862431,0.912445
"O75795 (UGT2B17)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75829 (CNMD)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75871 (CEACAM4)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75880 (SCO1)","1",0.649241,0.548989,0.591301,0.697406,0.677233,0.720392,0.52268,0.562191,0.646219,0.562679,0.668446,0.46952,0.770917,0.840606,0.732785,0.801733,0.10758,0.94431,0.902424,0.900626,0.924885,0.87443,0.905125
"O75882 (ATRN)","1",0.523003,NaN,NaN,NaN,0.766647,0.746267,NaN,0.402335,0.376842,NaN,NaN,0.575987,0.35604,NaN,0.724298,0.51102,NaN,0.912002,0.954851,0.946119,0.806415,0.785728,0.708973
"O75900 (MMP23B)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75923 (DYSF)","1",,,,,,,,,,,,,,,,,,,,,,,
"O75976 (CPD)","1",0.756173,0.752966,0.707389,0.739575,0.895224,0.878745,0.738388,0.763743,0.781439,0.751831,0.787346,0.76697,0.803344,0.418471,0.890157,0.869872,0.0927214,0.984844,0.990593,0.961959,0.931132,0.877668,0.944784
"O76036 (NCR1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O76095 (JTB)","1",0.565188,0.487018,0.267583,0.352162,0.659851,0.495413,NaN,0.350057,0.229917,NaN,0.142568,NaN,0.633013,0.0745883,0.616913,0.610626,NaN,0.725567,0.682601,0.821067,0.800533,0.67455,0.735938
"O94766 (B3GAT3)","1",0.691745,0.736029,0.65502,0.835193,0.810749,0.809817,0.458173,0.588063,0.658986,0.589153,0.675113,0.634128,0.64987,0.109332,0.832649,0.816351,NaN,0.883109,0.802251,0.871791,0.88873,0.691451,0.89028
"O94826 (TOMM70)","1",0.824095,0.812458,0.769442,0.824908,0.899451,0.888237,0.763501,0.796112,0.823839,0.796491,0.827824,0.785138,0.873979,0.818333,0.903113,0.906333,0.627755,0.911761,0.921754,0.938373,0.965168,0.821821,0.967611
"O94856 (NFASC)","1",,,,,,,,,,,,,,,,,,,,,,,
"O94898 (LRIG2)","1",NaN,NaN,NaN,NaN,0.378702,0.76506,NaN,NaN,0.635796,NaN,NaN,NaN,NaN,NaN,0.567727,NaN,NaN,NaN,0.717799,0.546493,0.649881,NaN,0.799898
"O94901 (SUN1)","1",0.58436,0.547252,0.399357,0.598182,0.574611,0.400881,NaN,0.35913,0.112012,0.30825,0.21373,0.542343,0.706879,NaN,0.808514,0.898343,NaN,0.689529,0.663213,0.768208,0.960566,0.773194,0.946754
"O94905 (ERLIN2)","1",0.813196,0.845788,0.798626,0.86209,0.91147,0.884151,0.711592,0.808642,0.772605,0.773351,0.796848,0.788946,0.853631,NaN,0.923314,0.920212,0.0535773,0.985148,0.934194,0.983901,0.985874,0.703531,0.927348
"O94923 (GLCE)","1",0.0818391,0.413522,0.517392,0.660556,0.880927,0.884536,0.244202,0.441902,0.246017,0.12716,0.316662,NaN,0.607326,NaN,0.769379,0.767314,NaN,0.793027,0.527387,0.717995,0.88526,0.223166,0.907234
"O94933 (SLITRK3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O94966 (USP19)","1",0.42659,0.414148,0.542835,0.504301,0.771638,0.230449,NaN,NaN,0.346556,0.138052,0.344731,0.163267,0.63575,0.149168,0.808718,0.682464,NaN,0.605105,0.594468,0.702671,0.930465,0.384496,0.859285
"O94985 (CLSTN1)","1",NaN,NaN,NaN,NaN,0.185525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.406608,NaN,NaN,NaN,0.832838,0.526049,0.619569,1.0
"O94991 (SLITRK5)","1",0.539389,0.547335,0.409271,0.401468,0.612838,0.635945,0.244741,0.629641,0.486253,0.635137,0.485156,0.463417,0.678632,0.421813,0.830876,0.800567,NaN,0.875745,0.950705,0.837195,0.873672,0.780195,0.82449
"O95139 (NDUFB6)","1",0.608305,0.630795,0.563751,0.607849,0.766077,0.724926,0.54218,0.68912,0.700056,0.606117,0.739233,0.609736,0.769462,0.385922,0.741012,0.794572,NaN,0.826369,0.866376,0.975358,0.979881,0.601964,0.959758
"O95150 (TNFSF15)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95159 (ZFPL1)","1",0.867053,0.91077,0.741197,0.978534,0.849173,0.876249,0.541453,0.624528,0.711222,0.651769,0.72909,0.628353,0.877302,0.660768,0.875259,0.908815,0.0715125,0.922772,0.93161,0.936563,0.936482,0.920788,0.88627
"O95167 (NDUFA3)","1",0.25766,0.413255,0.418362,0.64108,0.809853,0.631636,0.0690417,NaN,0.318833,0.264681,NaN,0.295831,0.609031,0.360573,0.609984,0.466415,NaN,0.910341,0.848016,0.935285,0.946255,0.411119,0.867947
"O95168 (NDUFB4)","1",0.651925,0.700407,0.605741,0.728715,0.782457,0.852908,0.463253,0.712107,0.614029,0.637815,0.634052,0.756818,0.783583,0.110283,0.920857,0.868522,NaN,0.825191,0.824858,0.923201,0.987379,0.540091,0.923925
"O95169 (NDUFB8)","1",0.488784,0.57078,0.468755,0.55224,0.724461,0.71879,0.0717281,0.420015,0.366937,0.311478,0.239391,0.506396,0.663108,NaN,0.783728,0.730499,NaN,0.757512,0.736789,0.849453,0.915644,0.343362,0.849226
"O95183 (VAMP5)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95185 (UNC5C)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95196 (CSPG5)","1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.451466,NaN,NaN,NaN,0.167636,0.252766,NaN,NaN,0.941461
"O95202 (LETM1)","1",0.658254,0.692136,0.644738,0.697458,0.877104,0.84168,0.620742,0.754054,0.75003,0.749784,0.793111,0.756822,0.769114,0.678908,0.862422,0.871019,0.129629,0.895419,0.897604,0.925543,0.976888,0.794218,0.974506
"O95206 (PCDH8)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95210 (STBD1)","1",0.664169,0.648977,0.484839,0.83914,0.481282,0.410888,0.130199,0.142777,0.0343351,NaN,0.032238,0.251883,0.245742,0.776558,0.667821,0.673568,0.179458,0.931918,0.917564,0.945202,0.907628,0.653342,0.803217
"O95237 (LRAT)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95249 (GOSR1)","1",0.719397,0.753005,0.589575,0.750003,0.769759,0.842808,0.316077,0.49061,0.464358,0.422628,0.490181,0.469916,0.795375,0.555257,0.820461,0.778,NaN,0.877994,0.807713,0.836496,0.930744,0.787308,0.953523
"O95256 (IL18RAP)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95292 (VAPB)","1",0.750484,0.760129,0.742482,0.835678,0.923829,0.894803,0.594754,0.727531,0.755598,0.745589,0.790682,0.744422,0.807109,0.51496,0.886828,0.930205,0.0221313,0.907181,0.923133,0.933689,0.979588,0.784743,0.970121
"O95297 (MPZL1)","1",0.244737,0.461049,0.358113,0.513389,0.752052,0.629025,0.263676,0.250187,0.529276,0.333004,0.574128,0.201104,0.62794,0.463552,0.658674,0.699062,NaN,0.902222,0.947595,0.930685,0.861615,0.629291,0.85794
"O95298 (NDUFC2)","1",0.271896,0.4429,0.302212,0.631013,0.865541,0.836795,0.21065,0.537047,0.529127,0.577791,0.544869,0.544194,0.763793,NaN,0.774341,0.83593,NaN,0.796399,0.750262,0.865337,0.970072,0.236685,0.715725
"O95395 (GCNT3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95461 (LARGE1)","1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.533906,NaN,NaN,NaN,0.309152,NaN,NaN,NaN,NaN,NaN,0.0276066,NaN,NaN
"O95470 (SGPL1)","1",0.586344,0.580003,0.426869,0.644513,0.79726,0.615527,0.203701,0.377146,0.481986,0.416826,0.539558,0.529113,0.689643,0.561904,0.845458,0.801655,NaN,0.883808,0.743841,0.915862,0.976719,0.702816,0.953364
"O95476 (CTDNEP1)","1",0.464527,0.486974,NaN,0.43163,0.602251,0.538685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.579092,NaN,NaN,0.601993,0.575762,0.485756,0.908412,0.452042,0.828543
"O95502 (NPTXR)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95573 (ACSL3)","1",0.663391,0.683402,0.591589,0.706505,0.749309,0.701728,0.355517,0.505591,0.506073,0.529394,0.548304,0.50489,0.737671,0.532969,0.818306,0.839267,0.0211471,0.802523,0.775539,0.863315,0.952072,0.718331,0.940659
"O95672 (ECEL1)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95727 (CRTAM)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95754 (SEMA4F)","1",NaN,NaN,NaN,NaN,NaN,0.513799,NaN,NaN,0.407947,0.119915,NaN,NaN,0.654102,NaN,0.686975,0.858524,NaN,0.494615,NaN,0.580244,0.810918,NaN,0.813395
"O95803 (NDST3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95833 (CLIC3)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95866 (MPIG6B)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95944 (NCR2)","1",,,,,,,,,,,,,,,,,,,,,,,
"O95976 (IGSF6)","1",,,,,,,,,,,,,,,,,,,,,,,
"O96011 (PEX11B)","1",0.543539,0.581164,0.381686,0.63112,0.859725,0.790352,0.442002,0.654636,0.71297,0.677211,0.728756,0.716387,0.697185,NaN,0.790975,0.807339,NaN,0.849316,0.827856,0.906764,0.969841,0.752172,0.920617
"O96024 (B3GALT4)","1",,,,,,,,,,,,,,,,,,,,,,,
"P00167 (CYB5A)","1",0.49625,0.566865,0.512854,0.695117,0.786573,0.737681,0.579177,0.612278,0.656376,0.633746,0.635498,0.633007,0.74946,0.774769,0.819777,0.765424,0.130939,0.954027,0.961753,0.913177,0.918138,0.841034,0.913592
"P00533 (EGFR)","1",0.409802,0.480192,0.280256,0.419304,0.709978,0.638817,0.170599,0.270076,0.248669,0.213488,0.40638,0.358815,0.598447,0.653115,0.781966,0.725718,NaN,0.8522,0.915323,0.896809,0.927113,0.547749,0.867901
"P01130 (LDLR)","1",0.683252,0.679038,0.62394,0.712819,0.856703,0.898035,0.595909,0.562203,0.638251,0.500945,0.690913,0.64861,0.732906,NaN,0.833438,0.820482,NaN,0.974493,0.989882,0.964061,0.931733,0.813415,0.934288
"P01133 (EGF)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01135 (TGFA)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01375 (TNF)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01589 (IL2RA)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01730 (CD4)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01732 (CD8A)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01833 (PIGR)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01848 (TRAC)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01850 (TRBC1)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01889 (HLA-B)","1",0.284046,0.461434,0.374938,0.571963,0.784088,0.783913,0.42448,0.493807,0.570677,0.452961,0.461817,0.497504,0.590349,0.0651411,0.729998,0.753964,NaN,0.943127,0.907567,0.90765,0.960933,0.729243,0.90522
"P01893 (HLA-H)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01903 (HLA-DRA)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01906 (HLA-DQA2)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01909 (HLA-DQA1)","1",,,,,,,,,,,,,,,,,,,,,,,
"P01911 (HLA-DRB1)","1",0.361824,0.414805,0.39978,0.359678,0.856678,0.535133,0.17208,0.334825,0.466533,0.0797685,0.327689,0.335948,0.589786,NaN,0.695109,0.868862,NaN,0.867314,0.813292,0.910975,0.931196,0.593534,0.832394
"P01920 (HLA-DQB1)","1",,,,,,,,,,,,,,,,,,,,,,,
"P02724 (GYPA)","1",,,,,,,,,,,,,,,,,,,,,,,
"P02786 (TFRC)","1",0.756506,0.774953,0.719378,0.788048,0.861579,0.858635,0.664005,0.706095,0.734032,0.692257,0.733614,0.709054,0.8279,0.432702,0.893294,0.86317,0.069475,0.99303,0.993033,0.975724,0.957213,0.851667,0.944561
"P03928 (MT-ATP8)","1",0.529568,0.461068,0.383302,0.580115,0.858792,0.832782,0.37751,0.631783,0.649359,0.548475,0.622456,0.63173,0.745641,NaN,0.749076,0.81604,NaN,0.937103,0.955015,0.961605,0.977682,0.785761,0.860079
"P03986 (TRGC2)","1",,,,,,,,,,,,,,,,,,,,,,,
"P04233 (CD74)","1",,,,,,,,,,,,,,,,,,,,,,,
"P04234 (CD3D)","1",,,,,,,,,,,,,,,,,,,,,,,
"P04439 (HLA-A)","1",0.446635,0.521398,0.361716,0.535004,0.813654,0.887087,0.399836,0.458795,0.529959,0.0400473,0.535953,0.356874,0.639404,0.232222,0.648498,0.752838,0.109544,0.924761,0.794193,0.821155,0.857511,0.678577,0.519483
"P04440 (HLA-DPB1)","1",,,,,,,,,,,,,,,,,,,,,,,
"P04626 (ERBB2)","1",NaN,0.0813207,NaN,NaN,0.839449,0.234736,NaN,NaN,0.00379232,NaN,NaN,0.349486,0.325499,NaN,0.751661,0.546779,NaN,0.553319,0.856722,0.829871,0.683587,0.443571,0.721261
"P04629 (NTRK1)","1",,,,,,,,,,,,,,,,,,,,,,,
"P04843 (RPN1)","1",0.842737,0.865488,0.813301,0.868243,0.925933,0.913734,0.71877,0.827947,0.810896,0.813929,0.819806,0.812296,0.904794,0.578417,0.94874,0.929203,0.329628,0.944991,0.941317,0.952469,0.983708,0.903419,0.966268
"P04921 (GYPC)","1",,,,,,,,,,,,,,,,,,,,,,,
"P05026 (ATP1B1)","1",0.482292,0.500924,0.588124,0.45569,0.702112,0.889198,0.297028,0.44769,0.430796,0.526584,0.517883,0.37077,0.697092,0.0655718,0.816131,0.823684,NaN,0.911148,0.926764,0.903671,0.789115,0.670552,0.817863
"P05067 (APP)","1",0.609233,0.614816,0.565248,0.688044,0.871984,0.799207,0.606302,0.594144,0.58145,0.625214,0.585001,0.658249,0.664552,0.0,0.76755,0.8096,NaN,0.974584,0.948456,0.946642,0.9385,0.768105,0.904308
"P05106 (ITGB3)","1",,,,,,,,,,,,,,,,,,,,,,,
"P05107 (ITGB2)","1",,,,,,,,,,,,,,,,,,,,,,,
"P05187 (ALPP)","1",,,,,,,,,,,,,,,,,,,,,,,
"P05362 (ICAM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"P05538 (HLA-DQB2)","1",,,,,,,,,,,,,,,,,,,,,,,
"P05556 (ITGB1)","1",0.709106,0.754386,0.702491,0.719966,0.873841,0.901338,0.699122,0.75005,0.774015,0.774878,0.750394,0.712168,0.784957,0.639803,0.88775,0.852277,NaN,0.96269,0.967736,0.943755,0.937797,0.846997,0.937245
"P05981 (HPN)","1",,,,,,,,,,,,,,,,,,,,,,,
"P06028 (GYPB)","1",,,,,,,,,,,,,,,,,,,,,,,
"P06126 (CD1A)","1",,,,,,,,,,,,,,,,,,,,,,,
